CZ22160580,4.5.21.3,HPE_3PAR A650,2.0,344399872.0,260570112.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKB5LMGF081,False,True,206528,55296,100
CZ22210KYS,4.5.18.20,HPE_3PAR A650,2.0,263651328.0,78646272.0,4.5.18.20,4.5.18.20,4.5.0.35,4.5.15.9,0,FXN,N9Z57-63003,PWRCKA1LMC300W,True,True,210624,51200,100
CZ22250HRS,4.5.15.9,HPE_3PAR A630,2.0,117178368.0,77282304.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMGL096,True,True,105152,25600,100
CZ22290HCM,4.5.12.1,HPE_3PAR C650,4.0,629583872.0,343559168.0,4.5.12.1,4.5.11.14,4.5.0.35,4.5.11.14,3,FXN,N9Z57-63003,PWRCKB5LMGK0FN,False,True,210624,51200,100
CZ22320B6W,4.5.15.9,HPE_3PAR A650,4.0,219648000.0,123242496.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKB5LMGU0BF,True,True,210624,51200,100
CZ223700BF,4.5.15.9,HPE_3PAR A630,2.0,43917312.0,21230592.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB5LMGN00S,False,True,105152,25600,100
CZ224004W5,4.5.15.9,HPE_3PAR C650,2.0,43917312.0,25142272.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKD5LMH201Y,False,True,206528,55296,100
CZ22410KM9,4.5.15.9,HPE_3PAR A630,2.0,29278208.0,11981824.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMDN0BC,True,True,105152,25600,100
CZ224701X6,4.5.15.9,HPE_3PAR A650,4.0,527302656.0,352847872.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,2,FXN,N9Z57-63003,PWRCKB5LMGK07W,False,True,210624,51200,100
CZ231506VN,4.5.15.9,HPE_3PAR A650,4.0,234356736.0,169269248.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKD5LMHQ09M,False,True,210624,51200,100
CZ23220BJ5,4.5.21.3,HPE_3PAR A630,2.0,18298880.0,6777856.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQC5LMHJ0E9,False,True,105152,25600,100
CZ2323023X,9.5.11.14,HPE Alletra 9060,2.0,43929600.0,23579648.0,9.5.11.14,9.5.11.14,4.5.0.35,9.5.11.14,0,FXN,R0P00-63001,PWRCED5LMHK0LS,False,True,210624,51200,100
CZ233608MY,9.5.15.9,HPE Alletra 9080,4.0,516575232.0,438618112.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,3,FXN,R0N95-63001,PWRCED5LMHK0DG,False,True,675520,109568,100
CZ2338017J,9.5.21.3,HPE Alletra 9080,4.0,322240512.0,297478144.0,9.5.21.3,9.5.21.3,4.5.0.35,9.5.15.9,3,FXN,R0N95-63001,PWRCEC6LMFA04E,False,True,675520,109568,100
CZ2346002M,4.5.21.3,HPE_3PAR A650,4.0,234356736.0,216504320.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKD6LMIM091,False,True,210624,51200,100
CZ23510FSD,9.5.15.9,HPE Alletra 9060,4.0,117145600.0,74713088.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,2,FXN,R0P00-63001,PWRCED5LMIP0CQ,False,True,210624,51200,100
CZ241401KH,4.5.21.3,HPE_3PAR C650,2.0,229605376.0,199642112.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,0,FXN,N9Z57-63003,PWRCKB5LMFA068,False,True,206528,55296,100
CZ26020D4X,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,41164800.0,23660544.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PDSETB3LM130CJ,False,True,16384,16384,100
CZ26080DBK,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,36569088.0,27023360.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,K2Q35-63001,PFLKQB3LMBK0E5,False,True,16384,16384,100
CZ26110413,3.2.2.709 (MU6),HP_3PAR 8400,4.0,234291200.0,117856256.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),3,FXN,H6Y95-63001,PDSETB3LM9U0XW,False,True,16384,16384,100
CZ261900JX,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,440795136.0,208982016.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),1,FXN,K2Q35-63001,PFLKQA1LM180HL,False,True,16384,16384,100
CZ263001BY,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,11864064.0,4484096.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQA2LM30169,True,True,16384,16384,100
CZ264604MD,3.3.1.648 (MU5),HPE_3PAR 8400,2.0,98783232.0,14412800.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y95-63001,PFLKQA3LM480ZZ,True,True,16384,16384,100
CZ28430QVD,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,2987212800.0,649384960.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,H6Y97-63001,PFLKQB3LMBA0CI,False,True,65536,32768,100
CZ29180CTY,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,20938752.0,10290176.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB4LMBX006,False,True,16384,16384,100
CZ292002YJ,3.3.1.460 (MU3),HPE_3PAR 8200,2.0,55803904.0,41057280.0,3.3.1.460 (MU3),3.3.1.529 (P77),3.3.1.460 (MU3),3.3.1.522 (P58),0,FXN,K2Q35-63001,PFLKQB4LMBX0G5,True,True,16384,16384,100
CZ29210GF9,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,16121856.0,5645312.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB4LMBS0CT,True,True,16384,16384,100
CZ294404KR,3.3.1.460 (MU3),HPE_3PAR 8200,2.0,14376960.0,6829056.0,3.3.1.460 (MU3),3.3.1.626 (P114),3.3.1.460 (MU3),3.3.1.522 (P58),1,FXN,K2Q35-63001,PFLKQA3LM5309C,False,True,16384,16384,100
CZ3546ML0C,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,51519488.0,24707072.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PDSETB1LM9L09M,False,True,16384,16384,100
CZ3602WRMK,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,32937984.0,1112064.0,3.3.1.410 (MU2),3.3.1.552 (P90),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,K2Q35-63001,PDSETB3LM9U0O5,False,True,16384,16384,100
CZ36071F68,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,1235927040.0,223492096.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),3,FXN,H6Y97-63001,PDSETB3LM9M0AL,False,True,65536,32768,100
CZ36114MB2,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,20570112.0,12991488.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PDSETB3LM9Y05B,True,True,16384,16384,100
CZ36145PXV,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,461737984.0,102231040.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y95-63001,PDSETB3LM9U0R8,False,True,16384,16384,100
CZ36145TJK,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,98834432.0,38154240.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,K2Q35-63001,PDSETB3LM9Y0YQ,True,True,16384,16384,100
CZ361569XR,3.3.1.410 (MU2),HPE_3PAR 8400,4.0,142460928.0,26969088.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,H6Y95-63001,PDSETB3LM9V0F9,True,True,16384,16384,100
CZ3623B0S0,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,31096832.0,6376448.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQA1LM180KB,True,True,16384,16384,100
CZ3636NCDB,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,937295872.0,428188672.0,3.3.1.648 (MU5),3.3.1.671 (P136),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Z17-63001,PFLKQA3LM490PX,False,True,65536,32768,100
CZ3702AFXF,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,292864000.0,43259904.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Y97-63001,PDSETB1LM8Y0DR,False,True,65536,32768,100
CZ3706DT4Y,3.3.1.648 (MU5),HPE_3PAR 20840,8.0,1757675520.0,1040374784.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,C8S83-60514,QVYBVA1D9580BJ,False,True,196608,262144,100
CZ37114068,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,1017360384.0,370011136.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),2,FXN,H6Y97-63001,PFLKQB1LM940QN,False,True,65536,32768,100
CZ3715VNYR,3.3.2.135,HPE_3PAR 8200,2.0,131776512.0,49642496.0,3.3.2.135,3.3.2.140 (P01),3.3.2.135,3.3.2.135,0,FXN,K2Q35-63001,PFLKQA4LM600GR,True,True,65536,32768,100
CZ3715VW2Y,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,36597760.0,2812928.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB1LMA80GU,False,True,16384,16384,100
CZ37454342,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,87834624.0,10945536.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PDSETB1LM9L015,True,True,16384,16384,100
CZ374765PR,3.3.2.159 (MU1),HPE_3PAR 8450,4.0,146432000.0,116484096.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),3,FXN,H6Z17-63001,PFLKQA8LM910XN,False,True,65536,32768,100
CZ37509B8T,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,152780800.0,14749696.0,3.3.1.648 (MU5),3.3.1.695 (P150),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB1LM970CE,True,True,16384,16384,100
CZ3812V2A7,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,979206144.0,348468224.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3,FXN,H6Y97-63001,PFLKQB1LMA8043,False,True,65536,32768,100
CZ3813V7W4,3.3.1.460 (MU3),HPE_3PAR 8200,2.0,38172672.0,18863104.0,3.3.1.460 (MU3),3.3.1.654 (P128),3.3.1.460 (MU3),3.3.1.522 (P58),1,FXN,K2Q35-63001,PFLKQB1LMA804K,False,True,16384,16384,100
CZ3813VS1T,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,58556416.0,46754816.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB1LMA80GT,False,True,16384,16384,100
CZ3815XKRN,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,18284544.0,1811456.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQB1LMAA0U2,True,True,16384,16384,100
CZ38309395,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,117145600.0,26110976.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,K2Q35-63001,PFLKQB3LMAP0UW,True,True,16384,16384,100
CZ38514642,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,289056768.0,179263488.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,K2Q35-63001,PDSETB4LM4001O,True,True,16384,16384,100
MXN6192JCJ,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,29278208.0,9464832.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PDSETB3LM9Y0X0,True,True,16384,16384,100
MXN6382VWP,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,790732800.0,140205056.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),2,FXN,H6Y97-63001,PFLKQC1LMEE0BU,False,True,65536,32768,100
MXN64430AH,3.2.2.709 (MU6),HP_3PAR 8440,4.0,29278208.0,3911680.0,3.2.2.709 (MU6),3.2.2.709 (MU6),3.2.2.709 (MU6),3.2.2.709 (MU6),3,FXN,H6Y97-63001,PFLKQA1LM211E4,False,True,65536,32768,100
MXN70134AB,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,351535104.0,141123584.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Z17-63001,PFLKQA3LM520L4,False,True,65536,32768,100
MXN70535X7,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,117112832.0,15793152.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA3LM4813C,False,True,16384,16384,100
MXN714397L,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,175718400.0,78407680.0,3.3.1.648 (MU5),3.3.1.687 (P140),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Z17-63001,PFLKQA3LM4901O,False,True,65536,32768,100
MXN7153A35,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,58556416.0,13316096.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA3LM4906W,True,True,16384,16384,100
MXN7293F26,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,585728000.0,246208512.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),2,FXN,H6Y97-63001,PFLKQA4LM600KR,False,True,65536,32768,100
MXN7300479,3.3.1.648 (MU5),HPE_3PAR 8440,2.0,363945984.0,61244416.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y97-63001,PFLKQA1LM2309P,True,True,65536,32768,100
SGH026YVM6,4.5.15.9,HPE_3PAR A630,2.0,131788800.0,93389824.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB1LMCW07U,False,True,105152,25600,100
SGH121SN1B,4.5.15.9,HPE_3PAR A650,2.0,146472960.0,58549248.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z57-63003,PWRCKB5LMGE0LO,False,True,210624,51200,100
SGH125XWS4,4.5.15.9,HPE_3PAR C630,2.0,18300928.0,12336128.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMFA019,True,True,105152,25600,100
SGH127SVN3,4.5.15.9,HPE_3PAR A630,2.0,14639104.0,8606720.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMFA03Q,True,True,105152,25600,100
SGH131YJ63,4.3.3.2,HPE_3PAR A630,2.0,43929600.0,27395072.0,4.3.3.2,4.3.2.4,4.3.0.45,4.3.0.84,0,FXN,N9Z55-63004,PWDRQB5LMFF064,True,True,103104,27648,100
SGH142YRRP,4.5.12.1,HPE_3PAR A650,4.0,263651328.0,51267584.0,4.5.12.1,4.5.11.14,4.5.0.35,4.5.11.14,2,FXN,N9Z57-63003,PWRCKB5LMFQ09E,False,True,210624,51200,100
SGH220Y5FL,4.5.7.8,HPE_3PAR A650,4.0,109793280.0,75884544.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,0,FXN,N9Z57-63003,PWRCKB5LMGE0KK,False,True,210624,51200,100
SGH239W97Y,4.5.15.9,HPE_3PAR A650,2.0,351535104.0,277267456.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKD5LMH20EP,False,True,210624,51200,100
SGH320MZD2,4.5.15.9,HPE_3PAR A630,2.0,128092160.0,92189696.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQC5LMHJ0DB,True,True,105152,25600,100
SGH321NSY9,4.5.11.14,HPE_3PAR A630,2.0,43929600.0,21091328.0,4.5.11.14,4.5.11.14,4.5.0.35,4.5.11.14,0,FXN,N9Z55-63004,PWDRQC5LMHI0EC,True,True,105152,25600,100
SGH328YQTK,4.5.15.9,HPE_3PAR C650,2.0,54902784.0,48370688.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKD5LMHJ0BD,False,True,210624,51200,100
SGH330T0XR,4.6.0.52-0233-20240411.200314,HPE_3PAR A630,2.0,14639104.0,9581568.0,4.6.0.52-0233-20240411.200314,4.6.0.52-0233-20240411.200314,4.6.0.45,4.6.0.52-0233-20240411.200314,0,FXN,N9Z55-63004,PWDRQC5LMHJ0AQ,True,True,105152,25600,100
SGH412GD8S,4.5.18.20,HPE_3PAR A630,2.0,87859200.0,79524864.0,4.5.18.20,4.5.18.20,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQC6LMJ408W,False,True,105152,25600,100
SGH614YHJC,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,1135366144.0,217209856.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),3,FXN,H6Y97-63001,PDSETB3LM9O0R5,False,True,65536,32768,100
SGH624VFAL,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,12156928.0,6190080.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Z17-63001,PFLKQA2LM440MU,True,True,65536,32768,100
SGH639VVC8,3.2.2.612 (MU4),HP_3PAR 20800,2.0,43843584.0,10923008.0,3.2.2.612 (MU4),3.2.2.779 (P133),3.2.2.612 (MU4),3.2.2.612 (MU4),1,FXN,C8S83-60501,QVYBTA2D943095,True,True,98304,131072,100
1415776,3.2.2.709 (MU6),InServ V400,4.0,381061120.0,117387264.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),2,SAN,920-200009.D2,000076F3,False,True,16384,32768,100
1619653,3.3.1.460 (MU3),HPE_3PAR 7400,2.0,152780800.0,143858688.0,3.3.1.460 (MU3),3.3.1.460 (MU3),3.3.1.460 (MU3),3.3.1.460 (MU3),0,FXN,QR483-63001,PCMBUA6TM4F0O0,False,True,8192,8192,100
1620582,3.3.1.410 (MU2),HPE_3PAR 7200,2.0,25522176.0,12274688.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,QR482-63001,PCMBUA6TM4D0JA,True,True,8192,4096,100
1621698,3.2.2.709 (MU6),HP_3PAR 7200,2.0,88925184.0,62218240.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR482-63001,PCMBUB2TM6D0P9,False,True,8192,4096,100
1623248,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,40559616.0,6620160.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR511-63001,PDHWNB6LM8U0MX,False,True,16384,4096,100
1623319,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,30457856.0,9677824.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR511-63001,PDHWNB6LM7Z0ZZ,False,True,16384,4096,100
1625301,3.2.2.709 (MU6),HP_3PAR 7200,2.0,33275904.0,2049024.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PCMBUA6TM4I1MU,False,True,8192,4096,100
1625923,3.2.2.709 (MU6),HP_3PAR 7200,2.0,43137024.0,20749312.0,3.2.2.709 (MU6),3.2.2.758 (P126),3.2.2.709 (MU6),3.2.2.709 (MU6),0,FXN,QR482-63001,PCMBUA6TM4K0F7,True,True,8192,4096,100
1628089,3.2.2.709 (MU6),HP_3PAR 7200,2.0,56714240.0,5308416.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR482-63001,PCMBUA7TM4P0O4,False,True,8192,4096,100
1631105,3.2.2.709 (MU6),HP_3PAR 7200,2.0,199698432.0,76868608.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PCMBUB2TM6G0AC,True,True,8192,4096,100
1638562,3.2.2.709 (MU6),HP_3PAR 7200,2.0,89623552.0,47167488.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PDHWNB5TM6T0NC,False,True,8192,4096,100
1647261,3.2.2.709 (MU6),HP_3PAR 7400,2.0,56628224.0,44151808.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR483-63001,PDHWNB5LM7L0A6,False,True,8192,8192,100
1647667,3.2.2.612 (MU4),HP_3PAR 7200c,2.0,25264128.0,4321280.0,3.2.2.612 (MU4),3.2.2.712 (P94),3.2.2.612 (MU4),3.2.2.612 (MU4),0,FXN,QR511-63001,PDHWNB6LM7X0AN,True,True,16384,4096,100
1648963,3.2.2.709 (MU6),HP_3PAR 7450c,4.0,256204800.0,78336000.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,E7X87-63001,PDHWNB5LM7P0YM,False,True,32768,16384,100
1650421,3.2.2.709 (MU6),HP_3PAR 7400,2.0,95084544.0,26024960.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR483-63001,PDHWNB5LM7L0ES,False,True,8192,8192,100
1653340,3.2.2.709 (MU6),HP_3PAR 7200,2.0,29671424.0,8308736.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PDHWNB5LM7C01B,False,True,8192,4096,100
1667967,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,226793472.0,16694272.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR511-63001,PDHWNB6LM8W12U,False,True,16384,4096,100
1675716,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,42307584.0,25590784.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR511-63001,PDHWNB6LM8U0UD,True,True,16384,4096,100
1685162,3.2.2.612 (MU4),HP_3PAR 7450,2.0,10960896.0,4917248.0,3.2.2.612 (MU4),3.2.2.642 (P59),3.2.2.612 (MU4),3.2.2.612 (MU4),0,FXN,C8R01-63001,PDHWNB5LM7N0TA,True,True,16384,16384,100
1687299,3.3.1.460 (MU3),HPE_3PAR 7450c,2.0,65875968.0,6881280.0,3.3.1.460 (MU3),3.3.1.654 (P128),3.3.1.460 (MU3),3.3.1.522 (P58),0,FXN,E7X87-63001,PDHWNB6LM7Z06T,True,True,32768,16384,100
1689065,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,106807296.0,10159104.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR511-63001,PDHWNB6LM9B04K,True,True,16384,4096,100
1698504,3.3.1.648 (MU5),HPE_3PAR 7200c,2.0,4472832.0,3232768.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,QR511-63001,PDHWNB3TM5R070,False,True,16384,4096,100
2M2026078Q,4.2.2.10,HPE_3PAR C630,2.0,65875968.0,4899840.0,4.2.2.10,4.2.2.10,4.2.0.47,4.2.0.59,0,FXN,N9Z55-63004,PWDRQB5LMDN0C3,True,True,103104,27648,100
2M211600M9,4.5.15.9,HPE_3PAR C630,2.0,54902784.0,42552320.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB5LMES09U,False,True,105152,25600,100
2M21420133,4.3.3.2,HPE_3PAR A630,2.0,21958656.0,7359488.0,4.3.3.2,4.3.2.4,4.3.0.45,4.3.0.84,0,FXN,N9Z55-63004,PWDRQB5LMFD089,True,True,103104,27648,100
2M2151023T,4.5.18.20,HPE_3PAR A630,2.0,14639104.0,7945216.0,4.5.18.20,4.5.18.20,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMFM0BS,True,True,105152,25600,100
2M222203VT,4.5.15.9,HPE_3PAR A650,2.0,146472960.0,98788352.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z57-63003,PWRCKB5LMGK04H,True,True,210624,51200,100
2M2310026F,4.5.21.3,HPE_3PAR A650,4.0,410124288.0,320223232.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,3,FXN,N9Z57-63003,PWRCKD5LMHF066,False,True,210624,51200,100
2M2318028Y,4.5.21.3,HPE_3PAR C630,2.0,190382080.0,115338240.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQC5LMH909N,True,True,105152,25600,100
2M260808ZY,3.3.2.135,HPE_3PAR 8400,4.0,54853632.0,29396992.0,3.3.2.135,3.3.2.140 (P01),3.3.2.135,3.3.2.135,2,FXN,H6Y95-63001,PFLKQA4LM74040,False,True,16384,16384,100
