CZ272403XK,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,234356736.0,65828864.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQA4LM7103T,True,True,16384,16384,100
CZ273005LT,3.3.1.410 (MU2),HPE_3PAR 8450,4.0,58556416.0,32217088.0,3.3.1.410 (MU2),3.3.1.552 (P90),3.3.1.410 (MU2),3.3.1.552 (P90),3,FXN,H6Z17-63001,PFLKQA4LM590PW,False,True,65536,32768,100
CZ274909X9,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,92749824.0,58631168.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB1LM940LV,True,True,16384,16384,100
CZ2809037L,3.3.2.135,HPE_3PAR 8200,2.0,1209655296.0,259338240.0,3.3.2.135,3.3.2.140 (P01),3.3.2.135,3.3.2.135,0,FXN,K2Q35-63001,PFLKQB1LMAA0KS,True,True,16384,16384,100
CZ281800M0,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,22667264.0,5291008.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,K2Q35-63001,PFLKQB1LMAD0UK,True,True,16384,16384,100
CZ28390H5T,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,29286400.0,8377344.0,3.3.1.648 (MU5),3.3.1.695 (P150),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMAS0AC,True,True,16384,16384,100
CZ28490H1V,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,43917312.0,30985216.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PFLKQB3LMBH0HY,False,True,16384,16384,100
CZ28500M3Q,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,53673984.0,17335296.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB3LMBH15K,True,True,16384,16384,100
CZ290606NH,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,292864000.0,102763520.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y97-63001,PFLKQB4LMBS01O,False,True,65536,32768,100
CZ29140QB0,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,41164800.0,6818816.0,3.3.1.410 (MU2),3.3.1.530 (P76),3.3.1.410 (MU2),3.3.1.482 (P45),0,FXN,K2Q35-63001,PFLKQB4LMBT01B,True,True,16384,16384,100
CZ29150DHJ,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,64024576.0,18531328.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PFLKQA8LM9401R,True,True,16384,16384,100
CZ2938092Z,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,137134080.0,33240064.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQA4LM6509S,False,True,16384,16384,100
CZ29420R7T,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,270336000.0,90161152.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB4LMC00IJ,False,True,16384,16384,100
CZ29510F94,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,43917312.0,17282048.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PFLKQB4LMCP08G,False,True,16384,16384,100
CZ29510WQL,4.5.15.9,HPE_3PAR A650,2.0,175767552.0,42877952.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKB5LMFC05F,False,True,210624,51200,100
CZ3538CL8E,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,117112832.0,52514816.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PDSETB1LM8Y055,True,True,16384,16384,100
CZ36177YC3,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,937295872.0,639444992.0,3.3.1.648 (MU5),3.3.1.671 (P136),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Z17-63001,PDSETB3LM9Z09Z,False,True,65536,32768,100
CZ3638RAV5,3.2.2.709 (MU6),HP_3PAR 8400,2.0,72679424.0,26400768.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,H6Y95-63001,PFLKQB3LMBH0DK,True,True,16384,16384,100
CZ3641V511,3.3.2.159 (MU1),HPE_3PAR 8400,4.0,666677248.0,67673088.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,H6Y95-63001,PFLKQA4LM6809Z,False,True,16384,16384,100
CZ36472J04,3.3.1.648 (MU5),HPE_3PAR 8440,2.0,232427520.0,76069888.0,3.3.1.648 (MU5),3.3.1.687 (P140),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y97-63001,PFLKQB4LMC61A1,True,True,65536,32768,100
CZ365289F1,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,54853632.0,18387968.0,3.3.1.648 (MU5),3.3.1.687 (P140),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA3LM520DR,False,True,16384,16384,100
CZ3716WX9Y,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,446185472.0,253330432.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PFLKQA4LM60051,False,True,16384,16384,100
CZ372132TV,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,73216000.0,10563584.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y95-63001,PFLKQA4LM65017,False,True,16384,16384,100
CZ37224W8S,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,32937984.0,15111168.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQA4LM670BY,False,True,16384,16384,100
CZ3728CL11,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,87859200.0,54873088.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQC1LMET0B4,True,True,16384,16384,100
CZ37434326,3.3.2.159 (MU1),HPE_3PAR 8450,4.0,131788800.0,18245632.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,H6Z17-63001,PDSETB3LM9Z0D1,True,True,65536,32768,100
CZ37464M65,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,71774208.0,31582208.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),0,FXN,K2Q35-63001,PFLKQA8LM910GT,True,True,16384,16384,100
CZ3801CFBR,3.3.1.648 (MU5),HPE_3PAR 8400,2.0,331153408.0,39631872.0,3.3.1.648 (MU5),3.3.1.723 (P170),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y95-63001,PFLKQB1LM970RK,True,True,16384,16384,100
CZ3804HL4X,3.3.1.648 (MU5),HPE_3PAR 8440,2.0,267091968.0,203586560.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y97-63001,PFLKQB1LMA00KK,True,True,65536,32768,100
CZ3814W5L2,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,345382912.0,164150272.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB1LMAB02J,True,True,16384,16384,100
CZ382135CM,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,276291584.0,69467136.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQB1LMAB11E,True,True,16384,16384,100
CZ3822431J,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,585728000.0,104347648.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Z17-63001,PDSETB3LM9Y0KH,False,True,65536,32768,100
CZ382455HM,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,121178112.0,34526208.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB3LMAP02B,False,True,16384,16384,100
CZ382568K4,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,264396800.0,127920128.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),2,FXN,H6Y97-63001,PFLKQB1LMAA155,False,True,65536,32768,100
CZ38266SWT,3.3.1.410 (MU2),HPE_3PAR 8400,4.0,795897856.0,209048576.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,H6Y95-63001,PFLKQB1LMAB14K,False,True,16384,16384,100
CZ3833B01G,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,27426816.0,10994688.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,K2Q35-63001,PFLKQB3LMAW0CX,False,True,16384,16384,100
CZ3834BBPN,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,307320832.0,115805184.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB3LMAW0LO,False,True,65536,32768,100
CZ3846JJ22,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,83456000.0,38480896.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PFLKQB3LMBC0NB,False,True,16384,16384,100
CZ3852LV68,3.3.2.159 (MU1),HPE_3PAR 20800_R2,4.0,688816128.0,408150016.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,C8S87-63003,EWGPUA1PUBFCC4,False,True,196608,131072,100
CZ3924TY35,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,468582400.0,216601600.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y97-63001,PFLKQD1LMIH027,True,True,65536,32768,100
MXN543201V,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,247390208.0,130011136.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Y95-63001,PFLKQA1LM210NN,False,True,16384,16384,100
MXN6412XMT,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,497868800.0,65307648.0,3.3.1.648 (MU5),3.3.1.695 (P150),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Z17-63001,PFLKQA2LM36074,True,True,65536,32768,100
MXN70836S9,3.3.2.159 (MU1),HPE_3PAR 20450,2.0,263651328.0,78646272.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,C8S83-60514,EVYBVA2KN60008,False,True,196608,262144,100
MXN7263DTB,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,307421184.0,20003840.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Z17-63001,PFLKQA4LM61006,False,True,65536,32768,100
SGH010TM06,4.5.7.8,HPE_3PAR A650,4.0,197627904.0,35401728.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,3,FXN,N9Z57-63003,PWRCKB1LMCY05J,False,True,210624,51200,100
SGH042S9T5,3.3.1.648 (MU5),HPE_3PAR 20800_R2,2.0,62816256.0,9137152.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,C8S87-63003,QWGPUA7D9DV0P2,False,True,196608,131072,100
SGH101X1D1,4.4.1.7,HPE_3PAR C630,2.0,75943936.0,29928448.0,4.4.1.7,4.4.1.7,4.4.0.47,4.4.0.59,0,FXN,N9Z55-63004,PWDRQB5LMEH00Q,True,True,105152,25600,100
SGH109YK2K,4.5.7.8,HPE_3PAR A670,2.0,299972608.0,139981824.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,1,FXN,N9Z59-63003,PWRCKB5LMEO0AK,False,True,414400,109568,100
SGH114X9HB,4.5.18.20,HPE_3PAR A630,2.0,131825664.0,6779904.0,4.5.18.20,4.5.18.20,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB5LMEX07P,True,True,105152,25600,100
SGH228Y3J2,4.4.1.7,HPE_3PAR A670,4.0,459210752.0,374896640.0,4.4.1.7,4.4.1.7,4.4.0.47,4.4.0.59,2,FXN,N9Z59-63003,PWRCKB5LMGF030,False,True,414400,109568,100
SGH230W379,4.5.7.8,HPE_3PAR A630,2.0,14639104.0,8215552.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,0,FXN,N9Z55-63004,PWDRQB5LMFY02O,False,True,105152,25600,100
SGH547XB7W,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,134389760.0,10257408.0,3.3.1.648 (MU5),3.3.1.695 (P150),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PDSETB1LM9K0HF,False,True,16384,16384,100
SGH628Y2W0,3.3.1.648 (MU5),HPE_3PAR 8400,2.0,94339072.0,19300352.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y95-63001,PFLKQA2LM3602E,False,True,16384,16384,100
SGH632XHPX,3.3.2.159 (MU1),HPE_3PAR 8450,2.0,21557248.0,6558720.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,H6Z17-63001,PDSETB3LM9Q1H3,False,True,65536,32768,100
SGH633YFYT,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,6701056.0,1311744.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA2LM320FE,True,True,16384,16384,100
SGH727W0WE,3.2.2.709 (MU6),HP_3PAR 20800,2.0,43843584.0,38890496.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,C8S83-60514,QVYBTA4D9680SY,False,True,98304,131072,100
SGH827V027,3.3.1.648 (MU5),HPE_3PAR 20800_R2,4.0,351436800.0,88053760.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,C8S87-63003,QWGPUA5D9AL01O,True,True,196608,131072,100
SGH927X7N0,3.3.1.648 (MU5),HPE_3PAR 9450,4.0,73195520.0,7116800.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,Q0E92-63003,EWDMHA2PUC1TJ8,True,True,98304,131072,100
SGH950X8H5,4.5.18.20,HPE_3PAR A670,4.0,344408064.0,113121280.0,4.5.18.20,4.5.18.20,4.5.0.35,4.5.15.9,0,FXN,N9Z60-63002,PWRCKB4LMD80J4,True,True,809664,238592,100
1613745,3.3.1.410 (MU2),HPE_3PAR 7400,4.0,370769920.0,90621952.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),2,FXN,QR483-63001,PDHWNB5LM7I0KL,False,True,8192,8192,100
1613890,3.2.2.709 (MU6),HP_3PAR 7200,2.0,88719360.0,9351168.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PDHWNB5LM7L08W,False,True,8192,4096,100
1616987,3.2.2.612 (MU4),HP_3PAR 7200,1.0,54727680.0,19701760.0,3.2.2.612 (MU4),3.2.2.642 (P59),3.2.2.612 (MU4),3.2.2.612 (MU4),1,FXN,QR482-63001,PCMBUA7TM4P02A,False,False,0,0,0
1622743,3.2.2.612 (MU4),HP_3PAR 7200c,2.0,71360512.0,25427968.0,3.2.2.612 (MU4),3.2.2.712 (P94),3.2.2.612 (MU4),3.2.2.612 (MU4),0,FXN,QR511-63001,PDHWNB6LM7Z0BC,False,True,16384,4096,100
1623105,3.2.2.612 (MU4),HP_3PAR 7200,2.0,372667392.0,123620352.0,3.2.2.612 (MU4),3.2.2.800 (P161),3.2.2.612 (MU4),3.2.2.612 (MU4),1,FXN,QR482-63001,PDHWNB6LM8H1JG,False,True,8192,4096,100
1629075,3.2.2.612 (MU4),HP_3PAR 7200,2.0,6684672.0,3349504.0,3.2.2.612 (MU4),3.2.2.712 (P94),3.2.2.612 (MU4),3.2.2.612 (MU4),1,FXN,QR482-63001,PCMBUB2TM6G0IN,False,True,8192,4096,100
1635943,3.2.2.709 (MU6),HP_3PAR 7400,4.0,187378688.0,64153600.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),3,FXN,QR483-63001,PDHWNB5LM7N1B6,False,True,8192,8192,100
1636366,3.2.2.709 (MU6),HP_3PAR 7400,2.0,162772992.0,5710848.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR483-63001,PCMBUA5TM3V0I9,True,True,8192,8192,100
1638335,3.3.1.410 (MU2),HPE_3PAR 7200,2.0,105891840.0,57354240.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,QR482-63001,PCMBUA3TM3O005,False,True,8192,4096,100
1644306,3.2.2.709 (MU6),HP_3PAR 7200,2.0,26836992.0,5911552.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PCMBUA6TM4L02C,False,True,8192,4096,100
1647811,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,88743936.0,2526208.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR511-63001,PDHWNB5LM7R1LE,True,True,16384,4096,100
1650088,3.2.2.709 (MU6),HP_3PAR 7450,4.0,58556416.0,8542208.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,C8R01-63001,PDHWNB5LM7N0TX,False,True,16384,16384,100
1651360,3.2.2.709 (MU6),HP_3PAR 7200,2.0,42491904.0,6135808.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PCMBUB2TM6G0WN,False,True,8192,4096,100
1651563,3.2.2.709 (MU6),HP_3PAR 7200,2.0,6684672.0,5798912.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PCMBUB2TM6L0JA,True,True,8192,4096,100
1668380,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,21938176.0,3538944.0,3.2.2.709 (MU6),3.2.2.709 (MU6),3.2.2.709 (MU6),3.2.2.709 (MU6),0,FXN,QR511-63001,PDHWNB6LM9B0EY,True,True,16384,4096,100
1669805,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,15998976.0,4793344.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR511-63001,PDHWNB7LM9P0BB,False,True,16384,4096,100
1676572,3.2.2.709 (MU6),HP_3PAR 7440c,2.0,13959168.0,6773760.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,E7X76-63001,PDHWNB6LM8B0XJ,True,True,32768,16384,100
1676584,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,4456448.0,598016.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR511-63001,PDHWNB7LM9M0D7,False,True,16384,4096,100
1685927,3.2.2.709 (MU6),HP_3PAR 7200,2.0,191511552.0,54260736.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR482-63001,PCMBUA6TM4D0IB,False,True,8192,4096,100
1686267,3.2.2.709 (MU6),HP_3PAR 7200,2.0,149356544.0,65168384.0,3.2.2.709 (MU6),3.2.2.750 (P119),3.2.2.709 (MU6),3.2.2.709 (MU6),0,FXN,QR482-63001,PDHWNB6LM7V150,True,True,8192,4096,100
1687526,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,43917312.0,16609280.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR511-63001,PDHWNB6LM8K0QV,True,True,16384,4096,100
1688905,3.2.2.530 (MU3),HP_3PAR 7400c,4.0,463847424.0,54638592.0,3.2.2.530 (MU3),3.2.2.715 (P97),3.2.2.530 (MU3),3.2.2.530 (MU3),0,FXN,QR512-63001,PDHWNB6LM8R0DV,False,True,16384,8192,100
1689294,3.2.2.709 (MU6),HP_3PAR 7400c,4.0,333447168.0,79043584.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),3,FXN,QR512-63001,PDHWNB6LM8A0GW,False,True,16384,8192,100
2M200107TX,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,263651328.0,153196544.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Y97-63001,PFLKQB4LMBP0HQ,False,True,65536,32768,100
2M200207FX,4.5.21.3,HPE_3PAR C630,2.0,27451392.0,19444736.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB1LMCW01M,False,True,105152,25600,100
2M20280L50,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,135845888.0,39728128.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMBA0AD,True,True,16384,16384,100
2M2037067Y,4.5.7.8,HPE_3PAR A630,2.0,87834624.0,78072832.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,0,FXN,N9Z55-63004,PWDRQB5LMDN078,True,True,105152,25600,100
2M20440430,3.3.1.648 (MU5),HPE_3PAR 9450,2.0,58589184.0,43191296.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,Q0E92-63003,EWDMHA4KNE700H,True,True,98304,131072,100
2M204703VJ,4.2.6.2,HPE_3PAR A630,2.0,29286400.0,17210368.0,4.2.6.2,4.2.5.9,4.2.0.47,4.2.0.59,0,FXN,N9Z55-63004,PWDRQB4LMD308U,True,True,103104,27648,100
2M2112022R,4.2.6.2,HPE_3PAR A670,4.0,585891840.0,211195904.0,4.2.6.2,4.2.5.9,4.2.0.47,4.2.0.59,2,FXN,N9Z59-63003,PWRCKB5LMEB07A,False,True,412352,111616,100
2M212501WC,4.5.15.9,HPE_3PAR A630,2.0,29278208.0,2802688.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB1LMCO08J,False,True,105152,25600,100
2M21270216,4.5.15.9,HPE_3PAR A650,4.0,43917312.0,25159680.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,2,FXN,N9Z57-63003,PWRCKB5LME40F8,False,True,210624,51200,100
2M2229091T,4.5.18.20,HPE_3PAR A650,4.0,117112832.0,82290688.0,4.5.18.20,4.5.18.20,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKB5LMGM0ES,False,True,210624,51200,100
2M223902K5,4.5.15.9,HPE_3PAR A650,2.0,58572800.0,27278336.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z57-63003,PWRCKD5LMH20DY,True,True,210624,51200,100
2M223905WL,4.5.15.9,HPE_3PAR A650,2.0,146472960.0,32113664.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKD5LMH20A5,False,True,206528,55296,100
2M22410BF3,4.5.15.9,HPE_3PAR C650,4.0,1037344768.0,683488256.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKB5LMFQ07Z,True,True,210624,51200,100
2M26210706,3.3.1.410 (MU2),HPE_3PAR 8440,4.0,526336000.0,37347328.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),2,FXN,H6Y97-63001,PFLKQA1LM211BO,False,True,65536,32768,100
2M262805L2,3.3.2.135,HPE_3PAR 8200,2.0,52428800.0,11672576.0,3.3.2.135,3.3.2.140 (P01),3.3.2.135,3.3.2.135,1,FXN,K2Q35-63001,PDSETB3LM9Y0OL,False,True,16384,16384,100
2M2641084Y,3.3.1.410 (MU2),HPE_3PAR 8400,4.0,27426816.0,5430272.0,3.3.1.410 (MU2),3.3.1.454 (P38),3.3.1.410 (MU2),3.3.1.410 (MU2),0,FXN,H6Y95-63001,PFLKQA2LM4008V,True,True,16384,16384,100
2M2710023B,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,117178368.0,59022336.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),1,FXN,K2Q35-63001,PFLKQA4LM600BZ,False,True,16384,16384,100
2M272200J6,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,37734400.0,4977664.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA4LM670SV,False,True,16384,16384,100
2M272901J0,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,12076032.0,4365312.0,3.3.1.648 (MU5),3.3.1.669 (P132),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA4LM610D9,False,True,16384,16384,100
2M274003LL,3.3.1.648 (MU5),HPE_3PAR 8400,2.0,58556416.0,30149632.0,3.3.1.648 (MU5),3.3.1.695 (P150),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y95-63001,PFLKQA4LM741DP,True,True,16384,16384,100
2M274105DP,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,18284544.0,10331136.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA8LM91052,False,True,16384,16384,100
