160,800-200012.02,CNX24303LL,CHN,0,1,0603,0,n/a,IOM 0,n/a,N9Z47A,DCN5
161,800-200012.02,CNX24303LL,CHN,0,1,0603,0,n/a,IOM 0,n/a,N9Z47A,DCN5
162,800-200012.02,CNX24303LL,CHN,1,1,0603,0,n/a,IOM 0,n/a,N9Z47A,DCN5
163,800-200012.02,CNX24303LL,CHN,1,1,0603,0,n/a,IOM 0,n/a,N9Z47A,DCN5
164,800-200012.02,CNX24303LL,CHN,2,1,0603,0,n/a,IOM 0,n/a,N9Z47A,DCN5
165,800-200012.02,CNX24303LL,CHN,2,1,0603,0,n/a,IOM 0,n/a,N9Z47A,DCN5
166,800-200012.02,CNX24303LL,CHN,3,1,0603,0,n/a,IOM 0,n/a,N9Z47A,DCN5
167,800-200012.02,CNX24303LL,CHN,3,1,0603,0,n/a,IOM 0,n/a,N9Z47A,DCN5
168,800-200012.02,CNX24904XK,CHN,0,0,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
169,800-200012.02,CNX24904XK,CHN,0,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
170,800-200012.02,CNX24904XK,CHN,0,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
171,800-200012.02,CNX24904XK,CHN,0,0,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
172,800-200012.02,CNX24904XK,CHN,0,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
173,800-200012.02,CNX24904XK,CHN,1,0,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
174,800-200012.02,CNX24904XK,CHN,1,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
175,800-200012.02,CNX24904XK,CHN,1,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
176,800-200012.02,CNX24904XK,CHN,1,0,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
177,800-200012.02,CNX24904XK,CHN,1,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
178,800-200012.02,CNX24904XK,CHN,2,0,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
179,800-200012.02,CNX24904XK,CHN,2,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
180,800-200012.02,CNX24904XK,CHN,2,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
181,800-200012.02,CNX24904XK,CHN,2,0,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
182,800-200012.02,CNX24904XK,CHN,2,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
183,800-200012.02,CNX24904XK,CHN,3,0,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
184,800-200012.02,CNX24904XK,CHN,3,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
185,800-200012.02,CNX24904XK,CHN,3,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
186,800-200012.02,CNX24904XK,CHN,3,0,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
187,800-200012.02,CNX24904XK,CHN,3,0,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
188,800-200012.02,CNX24904XK,CHN,0,1,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
189,800-200012.02,CNX24904XK,CHN,0,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
190,800-200012.02,CNX24904XK,CHN,0,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
191,800-200012.02,CNX24904XK,CHN,0,1,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
192,800-200012.02,CNX24904XK,CHN,0,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
193,800-200012.02,CNX24904XK,CHN,1,1,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
194,800-200012.02,CNX24904XK,CHN,1,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
195,800-200012.02,CNX24904XK,CHN,1,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
196,800-200012.02,CNX24904XK,CHN,1,1,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
197,800-200012.02,CNX24904XK,CHN,1,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
198,800-200012.02,CNX24904XK,CHN,2,1,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
199,800-200012.02,CNX24904XK,CHN,2,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
200,800-200012.02,CNX24904XK,CHN,2,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
201,800-200012.02,CNX24904XK,CHN,2,1,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
202,800-200012.02,CNX24904XK,CHN,2,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
203,800-200012.02,CNX24904XK,CHN,3,1,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
204,800-200012.02,CNX24904XK,CHN,3,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
205,800-200012.02,CNX24904XK,CHN,3,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
206,800-200012.02,CNX24904XK,CHN,3,1,0603,1,n/a,IOM 1,n/a,N9Z47A,DCN5
207,800-200012.02,CNX24904XK,CHN,3,1,0603,1,n/a,IOM 1,n/a,N9Z50A,DCS12
208,800-200012.02,CNX24904XK,CHN,0,2,0602,0,HPE     600 IOM,IOM 0,P04033-001,N9Z47A,DCN5
209,800-200012.02,CNX24904XK,CHN,0,2,0602,0,HPE     600 IOM,IOM 0,P04033-001,N9Z50A,DCS12
